brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
bmw, 6 Series,2017,Semi-Auto,23451,Diesel,200.0,49.6,3.0,22991
hyundi, IX20,2017,Manual,15687,Petrol,125.0,50.4,1.4,8798
ford, Edge,2017,Manual,41940,Diesel,145.0,47.9,2.0,19710
skoda, Yeti,2016,Semi-Auto,24070,Petrol,125.0,51.4,1.2,10907
ford, Grand C-MAX,2017,Manual,17509,Petrol,145.0,54.3,1.0,12931
vauxhall, GTC,2016,Manual,48877,Diesel,30.0,67.3,1.6,8991
bmw, X4,2020,Semi-Auto,1608,Petrol,145.0,26.9,3.0,45500
hyundi, IX20,2016,Manual,8423,Petrol,125.0,50.4,1.4,8298
bmw, M4,2015,Automatic,35284,Petrol,300.0,34.0,3.0,26499
ford, Edge,2017,Semi-Auto,24224,Diesel,150.0,48.7,2.0,20999
ford, Grand C-MAX,2018,Manual,21965,Petrol,145.0,54.3,1.0,11795
bmw, M4,2016,Automatic,771,Petrol,300.0,33.2,3.0,99950
skoda, Yeti,2016,Manual,36817,Diesel,30.0,62.8,2.0,11100
toyota, GT86,2018,Manual,5260,Petrol,145.0,36.2,2.0,20695
audi, Q8,2020,Automatic,1500,Diesel,145.0,32.8,3.0,63888
merc, GL Class,2017,Automatic,30827,Diesel,200.0,47.9,2.1,27999
bmw, i8,2015,Automatic,43102,Hybrid,0.0,134.5,1.5,42890
bmw, 7 Series,2015,Automatic,52000,Diesel,145.0,56.5,3.0,25990
vauxhall, Combo Life,2019,Automatic,564,Diesel,145.0,50.4,1.5,18000
vw, Scirocco,2017,Semi-Auto,10419,Diesel,30.0,57.6,2.0,16400
ford, Grand C-MAX,2015,Manual,49633,Diesel,30.0,64.2,1.5,8991
vauxhall, Zafira Tourer,2015,Manual,29600,Diesel,30.0,62.7,1.6,9000
vw, Arteon,2019,Semi-Auto,4110,Diesel,150.0,60.1,2.0,26990
merc, S Class,2014,Automatic,26000,Petrol,555.0,28.0,5.5,41980
bmw, Z4,2015,Semi-Auto,22583,Petrol,200.0,41.5,2.0,16450
bmw, X4,2020,Automatic,10,Diesel,145.0,42.8,2.0,40995
bmw, X6,2018,Semi-Auto,6100,Diesel,145.0,47.1,3.0,36995
audi, A7,2019,Semi-Auto,76,Diesel,145.0,47.1,2.0,35998
ford, KA,2018,Manual,10437,Petrol,150.0,57.7,1.2,9000
merc, V Class,2018,Semi-Auto,2748,Diesel,145.0,44.8,2.2,36399
ford, Grand C-MAX,2015,Manual,64000,Diesel,30.0,64.2,1.5,7999
toyota, Prius,2010,Automatic,67662,Hybrid,0.0,70.6,1.8,8700
hyundi, I40,2019,Manual,10,Diesel,145.0,52.3,1.6,16000
merc, X-CLASS,2019,Automatic,3740,Diesel,260.0,35.8,2.3,31950
toyota, Land Cruiser,2015,Semi-Auto,3790,Diesel,300.0,38.2,2.8,35695
merc, V Class,2019,Automatic,1002,Diesel,145.0,36.2,2.0,44490
merc, CLS Class,2019,Semi-Auto,8264,Diesel,145.0,48.7,2.9,36000
bmw, 8 Series,2019,Semi-Auto,8200,Petrol,145.0,26.7,4.4,72990
vw, Scirocco,2017,Manual,13464,Diesel,20.0,67.3,2.0,16998
audi, Q8,2019,Automatic,8300,Petrol,145.0,26.4,3.0,58000
audi, A8,2019,Automatic,16584,Petrol,145.0,37.7,3.0,33992
skoda, Scala,2020,Automatic,2645,Diesel,145.0,54.3,1.6,22499
ford, KA,2014,Manual,31935,Petrol,30.0,57.7,1.2,3334
vw, Beetle,2009,Manual,69000,Petrol,265.0,36.2,1.6,5990
merc, V Class,2016,Automatic,42000,Diesel,235.0,44.8,2.1,31995
hyundi, IX20,2015,Manual,27027,Petrol,125.0,50.4,1.4,6498
toyota, Prius,2017,Automatic,28031,Hybrid,0.0,94.1,1.8,19313
merc, CLS Class,2017,Automatic,19926,Diesel,160.0,51.4,3.0,24913
hyundi, IX20,2017,Manual,14962,Diesel,145.0,64.2,1.6,9390
merc, M Class,2015,Automatic,68279,Diesel,300.0,39.2,3.0,18789
merc, GLS Class,2020,Semi-Auto,2596,Diesel,145.0,30.4,3.0,66990
ford, Galaxy,2017,Manual,32841,Diesel,125.0,56.5,2.0,17999
merc, S Class,2019,Automatic,582,Hybrid,135.0,122.9,3.0,56499
bmw, M4,2019,Semi-Auto,1348,Petrol,145.0,34.0,3.0,41990
ford, Grand C-MAX,2019,Manual,9693,Diesel,145.0,57.7,1.5,14950
merc, CLS Class,2018,Semi-Auto,5203,Diesel,145.0,48.7,2.9,33980
ford, Galaxy,2017,Automatic,7743,Diesel,145.0,52.3,2.0,20627
vw, Scirocco,2014,Manual,49943,Diesel,20.0,55.4,2.0,10499
audi, RS6,2014,Automatic,59894,Petrol,555.0,28.8,4.0,37000
merc, M Class,2004,Semi-Auto,165000,Petrol,330.0,20.0,3.7,1995
vw, Scirocco,2015,Manual,21800,Diesel,20.0,55.4,2.0,12999
hyundi, IX35,2014,Manual,52000,Diesel,145.0,53.3,1.7,7890
audi, SQ7,2017,Automatic,30000,Diesel,145.0,39.2,4.0,51990
merc, M Class,2013,Semi-Auto,56979,Diesel,200.0,44.8,2.1,16991
vw, CC,2014,Semi-Auto,40348,Diesel,145.0,54.3,2.0,9960
ford, Edge,2016,Manual,21476,Diesel,205.0,47.9,2.0,18700
vw, Amarok,2019,Automatic,8000,Diesel,260.0,33.6,3.0,35990
merc, CLS Class,2017,Automatic,32977,Diesel,145.0,51.4,3.0,21900
bmw, X4,2016,Automatic,44352,Diesel,150.0,54.3,2.0,21400
bmw, M4,2019,Semi-Auto,24,Petrol,145.0,34.0,3.0,45475
skoda, Scala,2019,Automatic,3128,Petrol,145.0,44.8,1.5,18499
ford, Grand C-MAX,2016,Manual,6679,Petrol,30.0,54.3,1.0,11495
audi, RS5,2019,Automatic,4009,Petrol,145.0,29.7,2.9,55292
toyota, Prius,2017,Automatic,24128,Hybrid,135.0,64.2,1.8,22990
vw, Arteon,2019,Automatic,4596,Diesel,145.0,50.4,2.0,29450
toyota, Prius,2017,Automatic,66661,Hybrid,135.0,85.6,1.8,16498
bmw, 8 Series,2019,Semi-Auto,2395,Petrol,145.0,33.2,3.0,53980
vw, Amarok,2019,Automatic,1956,Diesel,260.0,33.6,3.0,36995
vw, Caravelle,2020,Semi-Auto,17,Diesel,145.0,33.6,2.0,49980
audi, A8,2012,Automatic,64900,Diesel,300.0,38.2,4.2,13290
bmw, M4,2019,Automatic,1466,Petrol,145.0,34.0,3.0,49999
audi, RS6,2016,Semi-Auto,49050,Petrol,325.0,29.4,4.0,44985
audi, A7,2016,Automatic,56670,Diesel,125.0,61.4,3.0,18999
hyundi, Santa Fe,2016,Manual,10236,Diesel,200.0,47.1,2.2,17790
bmw, Z4,2019,Semi-Auto,1561,Petrol,150.0,33.2,3.0,38850
vw, Arteon,2020,Semi-Auto,1558,Diesel,145.0,50.4,2.0,31995
toyota, Verso,2017,Manual,29973,Petrol,200.0,41.5,1.6,12750
hyundi, I800,2018,Automatic,35050,Diesel,145.0,33.6,2.5,14990
skoda, Rapid,2013,Manual,50257,Petrol,125.0,52.3,1.2,4591
merc, V Class,2020,Semi-Auto,1000,Diesel,145.0,36.2,2.0,52999
bmw, M3,2005,Manual,115000,Petrol,315.0,20.8,3.2,10999
ford, Galaxy,2018,Semi-Auto,23836,Diesel,145.0,52.3,2.0,17995
merc, V Class,2018,Manual,22740,Diesel,145.0,46.3,2.1,20998
bmw, 7 Series,2016,Automatic,8814,Petrol,300.0,35.3,4.4,35480
toyota, PROACE VERSO,2019,Automatic,9119,Diesel,145.0,38.7,2.0,28456
skoda, Scala,2020,Semi-Auto,1000,Petrol,145.0,47.1,1.0,19990
vw, Arteon,2019,Automatic,5114,Diesel,145.0,37.7,2.0,28990
vw, Scirocco,2017,Manual,29234,Diesel,145.0,53.3,2.0,15990
audi, A7,2019,Automatic,4288,Diesel,145.0,38.2,3.0,42500
merc, CLS Class,2019,Semi-Auto,7036,Diesel,145.0,48.7,2.9,36490
audi, A8,2018,Semi-Auto,11341,Diesel,145.0,48.7,3.0,36000
hyundi, IX35,2013,Manual,47232,Diesel,200.0,48.7,2.0,7776
vauxhall, Antara,2013,Manual,82059,Diesel,235.0,44.1,2.2,5495
ford, KA,2013,Manual,40289,Petrol,30.0,57.7,1.2,4995
vauxhall, GTC,2015,Manual,79205,Petrol,165.0,47.1,1.4,5498
vw, Arteon,2018,Semi-Auto,31593,Diesel,150.0,52.3,2.0,18498
audi, RS6,2017,Automatic,22558,Petrol,145.0,29.4,4.0,61700
skoda, Scala,2019,Manual,3570,Petrol,145.0,49.6,1.0,14995
merc, CLA Class,2016,Automatic,28863,Diesel,125.0,58.9,2.1,18000
ford, Grand C-MAX,2015,Manual,30858,Petrol,30.0,54.3,1.0,9975
toyota, Prius,2019,Automatic,3700,Hybrid,135.0,64.2,1.8,23998
bmw, 6 Series,2017,Automatic,25338,Diesel,200.0,49.6,3.0,23750
skoda, Scala,2019,Semi-Auto,20,Petrol,145.0,47.1,1.0,20495
audi, RS3,2019,Semi-Auto,14585,Petrol,150.0,29.7,2.5,46990
bmw, X7,2019,Semi-Auto,4900,Diesel,145.0,33.6,3.0,67000
vw, Scirocco,2017,Semi-Auto,28349,Petrol,145.0,44.1,2.0,14990
merc, CLA Class,2016,Manual,91000,Diesel,20.0,67.3,2.1,10993
skoda, Yeti,2017,Semi-Auto,10345,Petrol,125.0,51.4,1.2,14400
bmw, M2,2019,Semi-Auto,1797,Petrol,145.0,29.1,3.0,42351
toyota, Avensis,2013,Manual,51504,Diesel,30.0,62.8,2.0,6625
vw, Jetta,2015,Manual,69988,Diesel,20.0,70.6,2.0,7498
ford, Mustang,2019,Automatic,11,Petrol,145.0,30.7,2.3,37300
ford, Edge,2018,Automatic,24230,Diesel,145.0,47.9,2.0,21810
vw, Arteon,2019,Automatic,9956,Petrol,145.0,47.1,2.0,26690
bmw, X7,2019,Automatic,9811,Diesel,145.0,33.6,3.0,62850
vw, Scirocco,2017,Semi-Auto,14151,Diesel,145.0,53.3,2.0,17120
merc, CLS Class,2017,Semi-Auto,46943,Diesel,145.0,57.7,2.1,19799
vw, Scirocco,2017,Manual,15586,Petrol,145.0,52.3,1.4,13999
ford, Edge,2017,Automatic,23318,Diesel,145.0,48.7,2.0,23499
bmw, 7 Series,2017,Automatic,22000,Petrol,150.0,22.1,6.6,52950
hyundi, I40,2015,Manual,34572,Diesel,30.0,65.7,1.7,9298
vw, Caddy Maxi Life,2019,Manual,3349,Diesel,145.0,57.7,2.0,19499
bmw, 7 Series,2018,Semi-Auto,39196,Diesel,145.0,54.3,3.0,31322
ford, KA,2013,Manual,32966,Petrol,30.0,57.7,1.2,3999
toyota, Land Cruiser,2014,Automatic,60000,Diesel,540.0,29.7,4.5,44990
ford, Galaxy,2017,Manual,37614,Diesel,125.0,56.5,2.0,17999
ford, Puma,2020,Manual,1000,Petrol,150.0,49.6,1.0,22998
audi, A7,2019,Semi-Auto,4000,Diesel,145.0,38.7,3.0,40000
ford, Galaxy,2017,Automatic,19921,Diesel,145.0,52.3,2.0,18500
vw, Amarok,2019,Automatic,8906,Diesel,260.0,33.6,3.0,32895
vw, Arteon,2019,Semi-Auto,18000,Petrol,145.0,47.1,2.0,25990
skoda, Rapid,2014,Manual,47989,Petrol,125.0,52.3,1.2,6016
skoda, Yeti,2017,Automatic,27700,Other,145.0,51.4,1.2,14480
bmw, i3,2017,Automatic,36429,Hybrid,0.0,470.8,0.0,18500
toyota, Prius,2017,Automatic,52926,Hybrid,135.0,94.1,1.8,18000
vw, Arteon,2018,Semi-Auto,11555,Petrol,145.0,47.1,2.0,21498
bmw, i3,2017,Automatic,23956,Other,135.0,470.8,0.6,19500
skoda, Scala,2019,Manual,3431,Petrol,150.0,49.6,1.0,14995
bmw, X4,2019,Semi-Auto,12733,Diesel,150.0,37.2,3.0,38500
audi, Q8,2019,Automatic,7000,Diesel,145.0,33.6,3.0,58450
skoda, Kamiq,2019,Manual,1234,Petrol,145.0,47.1,1.5,19950
skoda, Rapid,2019,Manual,12850,Petrol,145.0,58.9,1.0,9545
toyota, Prius,2016,Automatic,24715,Hybrid,0.0,94.1,1.8,18495
toyota, Avensis,2017,Manual,29271,Petrol,145.0,45.6,1.8,13486
vauxhall, Zafira Tourer,2017,Automatic,15411,Petrol,145.0,40.9,1.4,12900
merc, G Class,2019,Semi-Auto,8691,Diesel,150.0,11.0,3.0,102502
vw, Caravelle,2019,Automatic,4000,Diesel,145.0,32.8,2.0,41990
vw, Arteon,2018,Semi-Auto,7829,Diesel,145.0,60.1,2.0,24485
hyundi, IX35,2013,Automatic,28000,Diesel,300.0,39.2,2.0,10488
merc, GLS Class,2018,Automatic,16489,Diesel,145.0,37.2,3.0,43286
skoda, Rapid,2014,Semi-Auto,36792,Petrol,145.0,35.3,1.4,7290
vw, Scirocco,2015,Manual,28578,Petrol,125.0,52.3,1.4,10391
merc, GL Class,2016,Automatic,14253,Diesel,325.0,36.2,3.0,35371
vw, Scirocco,2017,Automatic,16614,Petrol,145.0,44.1,2.0,14999
audi, A7,2019,Semi-Auto,7968,Diesel,145.0,38.7,3.0,37950
vw, Tiguan Allspace,2020,Semi-Auto,6000,Diesel,145.0,38.7,2.0,32472
merc, X-CLASS,2018,Automatic,3500,Diesel,250.0,35.8,2.3,28490
bmw, 7 Series,2019,Semi-Auto,101,Diesel,145.0,41.5,3.0,48782
ford, Grand C-MAX,2017,Manual,62833,Diesel,30.0,64.2,1.5,8450
skoda, Scala,2019,Manual,4990,Petrol,145.0,49.6,1.0,15290
audi, A7,2014,Automatic,42709,Diesel,200.0,47.9,3.0,16800
bmw, M6,2016,Semi-Auto,26642,Petrol,555.0,28.5,4.4,35898
merc, GL Class,2014,Manual,23888,Diesel,30.0,62.8,2.1,14499
skoda, Rapid,2017,Manual,39000,Petrol,30.0,57.7,1.2,8690
vw, Arteon,2019,Automatic,5043,Petrol,145.0,47.1,2.0,25991
hyundi, I40,2017,Manual,9225,Diesel,145.0,65.7,1.7,11690
ford, Edge,2017,Automatic,31000,Diesel,145.0,48.7,2.0,19499
vw, Scirocco,2016,Automatic,41284,Diesel,30.0,57.6,2.0,15000
merc, CLS Class,2018,Semi-Auto,18559,Diesel,145.0,48.7,2.9,33000
ford, Edge,2019,Semi-Auto,9685,Diesel,145.0,37.2,2.0,29999
bmw, M4,2020,Semi-Auto,6,Petrol,145.0,34.0,3.0,45990
merc, S Class,2015,Automatic,8051,Petrol,325.0,31.7,4.7,36499
vw, California,2019,Automatic,10080,Diesel,260.0,29.1,2.0,57991
vw, Tiguan Allspace,2020,Semi-Auto,5000,Diesel,145.0,38.7,2.0,34250
audi, S4,2007,Manual,101000,Petrol,555.0,20.3,4.2,5995
vw, Beetle,2015,Manual,48000,Petrol,140.0,48.7,1.4,8990
audi, A7,2019,Semi-Auto,13502,Diesel,150.0,47.1,2.0,31990
bmw, 7 Series,2014,Automatic,59640,Diesel,160.0,50.4,3.0,13840
bmw, M4,2019,Semi-Auto,9244,Petrol,145.0,32.5,3.0,44980
toyota, Prius,2016,Automatic,31055,Hybrid,0.0,94.1,1.8,16890
merc, M Class,2014,Automatic,50974,Diesel,300.0,39.2,3.0,19495
ford, Puma,2020,Manual,2548,Petrol,150.0,50.4,1.0,20890
merc, SLK,2014,Semi-Auto,50027,Diesel,145.0,56.5,2.0,11999
hyundi, I40,2015,Manual,41050,Diesel,30.0,65.7,1.7,7480
bmw, 7 Series,2019,Semi-Auto,7606,Diesel,145.0,44.8,3.0,50980
bmw, M4,2020,Semi-Auto,105,Petrol,145.0,32.5,3.0,47950
bmw, X4,2020,Semi-Auto,11,Diesel,145.0,37.2,3.0,44995
skoda, Roomster,2015,Manual,24600,Diesel,125.0,60.1,1.6,7000
skoda, Rapid,2017,Manual,10000,Petrol,150.0,57.7,1.2,8699
skoda, Scala,2019,Semi-Auto,1211,Petrol,145.0,45.6,1.5,18000
ford, Grand C-MAX,2016,Manual,29592,Diesel,30.0,64.2,1.5,9940
skoda, Yeti,2014,Semi-Auto,14569,Petrol,160.0,44.8,1.2,11440
ford, Grand C-MAX,2016,Manual,59478,Petrol,30.0,54.3,1.0,9351
vw, Scirocco,2016,Automatic,25564,Diesel,30.0,57.6,2.0,13661
skoda, Scala,2020,Semi-Auto,1000,Petrol,145.0,45.6,1.5,19999
hyundi, IX35,2013,Manual,34500,Diesel,145.0,53.3,1.7,8200
hyundi, IX20,2017,Manual,7609,Petrol,145.0,50.4,1.4,9670
ford, Galaxy,2013,Manual,45987,Diesel,145.0,52.3,1.6,8790
toyota, Prius,2017,Automatic,43960,Hybrid,0.0,94.1,1.8,17000
toyota, Verso,2017,Semi-Auto,17145,Petrol,200.0,42.8,1.8,13495
audi, RS3,2015,Semi-Auto,49000,Petrol,300.0,34.9,2.5,26795
ford, Tourneo Connect,2019,Manual,4605,Diesel,145.0,61.4,1.5,19998
audi, R8,2007,Automatic,39000,Petrol,515.0,21.0,4.2,42992
hyundi, I800,2019,Automatic,1477,Diesel,145.0,31.7,2.5,19998
vw, Scirocco,2018,Manual,10416,Diesel,145.0,55.4,2.0,19500
hyundi, IX20,2016,Manual,8648,Petrol,125.0,50.4,1.4,8995
toyota, Prius,2009,Automatic,57861,Hybrid,0.0,70.6,1.8,6850
merc, X-CLASS,2017,Automatic,22500,Diesel,260.0,35.8,2.3,29990
merc, CLS Class,2016,Semi-Auto,39652,Diesel,160.0,49.6,3.0,22450
hyundi, IX20,2017,Automatic,9595,Petrol,160.0,43.5,1.6,10298
vw, Caddy Maxi Life,2018,Manual,9626,Diesel,145.0,55.4,2.0,17499
hyundi, IX20,2015,Manual,42858,Petrol,125.0,50.4,1.4,7295
toyota, Avensis,2014,Manual,51353,Diesel,30.0,62.8,2.0,7485
ford, Grand C-MAX,2012,Manual,71848,Petrol,200.0,40.9,1.6,5990
merc, GLS Class,2017,Automatic,25605,Diesel,145.0,37.2,3.0,39498
vauxhall, Zafira Tourer,2017,Automatic,15000,Petrol,200.0,40.9,1.4,12200
hyundi, I40,2019,Manual,10,Diesel,145.0,52.3,1.6,19995
vw, Beetle,2015,Manual,32800,Petrol,150.0,47.9,1.2,10950
skoda, Rapid,2013,Manual,53472,Petrol,30.0,55.4,1.2,6295
toyota, Land Cruiser,2019,Semi-Auto,22845,Diesel,150.0,30.1,2.8,42990
hyundi, IX35,2014,Manual,64021,Diesel,145.0,53.3,1.7,6995
bmw, i3,2017,Automatic,28169,Hybrid,0.0,470.8,0.0,23751
bmw, 6 Series,2019,Semi-Auto,6081,Diesel,150.0,42.2,2.0,32785
merc, GLS Class,2016,Automatic,42924,Diesel,300.0,37.2,3.0,33000
ford, Mustang,2019,Semi-Auto,756,Petrol,150.0,22.6,5.0,42000
hyundi, Santa Fe,2019,Semi-Auto,6918,Diesel,145.0,39.2,2.2,35995
toyota, Prius,2017,Automatic,11996,Hybrid,0.0,94.1,1.8,19000
hyundi, I800,2019,Automatic,14674,Diesel,145.0,31.7,2.5,19000
bmw, Z4,2019,Semi-Auto,3140,Petrol,145.0,33.2,3.0,38156
toyota, Land Cruiser,2013,Automatic,33000,Diesel,325.0,34.9,3.0,25350
ford, Grand C-MAX,2017,Manual,12124,Diesel,30.0,64.2,1.5,11698
merc, CLA Class,2016,Automatic,32150,Diesel,20.0,67.3,2.1,18980
merc, V Class,2016,Manual,21981,Diesel,200.0,46.3,2.1,17998
hyundi, IX35,2013,Manual,91001,Diesel,150.0,48.7,1.7,5698
vw, Arteon,2019,Automatic,9000,Petrol,145.0,47.1,2.0,23990
vw, Caddy Maxi Life,2017,Manual,25810,Diesel,125.0,58.9,2.0,15995
hyundi, IX35,2013,Manual,56726,Diesel,150.0,48.7,1.7,6498
ford, Grand C-MAX,2017,Manual,15077,Diesel,30.0,64.2,1.5,12500
bmw, X4,2019,Semi-Auto,15118,Petrol,150.0,26.9,3.0,38000
hyundi, Santa Fe,2017,Manual,26800,Diesel,145.0,47.1,2.2,18579
merc, V Class,2010,Automatic,259000,Diesel,540.0,30.7,3.0,6949
merc, S Class,2018,Semi-Auto,5147,Diesel,145.0,52.3,3.0,45842
merc, GL Class,2018,Automatic,2880,Diesel,145.0,56.5,2.1,20999
hyundi, I40,2017,Manual,34328,Diesel,145.0,67.3,1.7,10465
vauxhall, Zafira Tourer,2017,Manual,27629,Petrol,200.0,42.2,1.4,10200
bmw, X4,2019,Automatic,7555,Diesel,145.0,40.9,3.0,47541
hyundi, I40,2015,Manual,31979,Diesel,30.0,65.7,1.7,8700
merc, S Class,2019,Semi-Auto,1257,Petrol,145.0,34.0,4.0,87478
merc, GLS Class,2019,Automatic,11663,Diesel,145.0,37.2,3.0,47980
vw, Caddy Maxi Life,2019,Semi-Auto,13857,Diesel,145.0,54.3,2.0,18490
audi, A8,2017,Automatic,15830,Diesel,200.0,47.1,3.0,25999
hyundi, IX35,2015,Manual,67648,Diesel,145.0,54.3,1.7,7995
hyundi, I800,2018,Manual,33887,Diesel,145.0,31.7,2.5,16299
toyota, Hilux,2020,Automatic,5000,Diesel,260.0,2.8,2.4,30500
vw, Scirocco,2017,Manual,19804,Petrol,145.0,47.1,2.0,15495
merc, CLS Class,2017,Semi-Auto,36402,Diesel,160.0,51.4,3.0,22698
vw, Arteon,2019,Semi-Auto,13005,Petrol,145.0,40.4,1.5,22995
merc, GL Class,2017,Automatic,18345,Diesel,145.0,67.3,2.1,19499
hyundi, IX20,2013,Manual,35300,Petrol,145.0,45.6,1.4,6000
skoda, Rapid,2019,Manual,12850,Petrol,145.0,58.9,1.0,9545
vauxhall, Combo Life,2019,Manual,7000,Diesel,145.0,53.3,1.5,13995
vw, CC,2014,Manual,72719,Diesel,30.0,60.1,2.0,7627
hyundi, Getz,2007,Manual,90800,Petrol,125.0,51.4,1.1,1295
vw, Shuttle,2018,Manual,19712,Diesel,150.0,47.1,2.0,19498
bmw, 7 Series,2016,Semi-Auto,20619,Diesel,145.0,54.3,3.0,29240
skoda, Rapid,2015,Manual,76160,Diesel,0.0,67.3,1.6,6040
bmw, 8 Series,2019,Automatic,10000,Diesel,145.0,40.4,3.0,55980
ford, Edge,2016,Manual,52000,Diesel,200.0,47.9,2.0,17995
toyota, Prius,2017,Automatic,36000,Hybrid,0.0,68.9,1.8,19995
toyota, Camry,2019,Automatic,5059,Hybrid,135.0,52.3,2.5,27545
vw, Scirocco,2015,Semi-Auto,46463,Diesel,125.0,53.3,2.0,11950
audi, RS4,2019,Automatic,6000,Petrol,145.0,29.1,2.9,60990
bmw, M4,2019,Semi-Auto,4500,Petrol,150.0,32.5,3.0,46950
bmw, 6 Series,2013,Automatic,52635,Diesel,160.0,49.6,3.0,17339
audi, R8,2014,Automatic,35000,Petrol,570.0,21.9,5.2,58450
vw, Arteon,2019,Semi-Auto,5107,Diesel,150.0,62.8,2.0,24491
vauxhall, GTC,2015,Manual,54071,Diesel,30.0,65.7,1.6,7990
merc, GL Class,2015,Automatic,39775,Diesel,125.0,55.4,2.1,15999
skoda, Yeti,2016,Manual,29426,Petrol,125.0,51.4,1.2,10350
bmw, 8 Series,2020,Semi-Auto,101,Diesel,145.0,40.4,3.0,61995
vw, CC,2013,Manual,69811,Diesel,30.0,60.1,2.0,7345
skoda, Rapid,2017,Manual,20795,Petrol,20.0,57.7,1.2,8450
vw, Arteon,2019,Semi-Auto,15,Petrol,145.0,36.2,2.0,26798
vauxhall, Zafira Tourer,2017,Automatic,34416,Petrol,200.0,40.9,1.4,10790
hyundi, IX20,2019,Manual,3850,Petrol,145.0,37.2,1.6,12490
vw, Scirocco,2016,Manual,35730,Diesel,20.0,55.4,2.0,14290
skoda, Rapid,2017,Manual,40700,Petrol,30.0,57.7,1.2,8750
merc, V Class,2019,Automatic,4362,Diesel,145.0,45.6,2.2,44410
skoda, Scala,2019,Automatic,200,Petrol,145.0,45.6,1.5,16980
bmw, Z4,2014,Automatic,44027,Petrol,200.0,41.5,2.0,13499
hyundi, I800,2018,Manual,39010,Diesel,145.0,37.7,2.5,13992
vw, Jetta,2016,Automatic,34567,Diesel,30.0,62.8,2.0,9466
merc, M Class,2013,Semi-Auto,84413,Diesel,205.0,44.8,2.1,14250
audi, A7,2018,Semi-Auto,6850,Diesel,145.0,38.2,3.0,38995
vw, Arteon,2019,Manual,10,Diesel,145.0,52.3,2.0,27498
bmw, M4,2020,Semi-Auto,17,Petrol,150.0,32.5,3.0,48950
ford, Grand C-MAX,2011,Manual,64000,Petrol,200.0,40.9,1.6,5490
toyota, Prius,2019,Automatic,5278,Other,135.0,61.4,1.8,23995
audi, Q8,2020,Semi-Auto,2000,Diesel,145.0,33.6,3.0,58000
hyundi, I800,2018,Manual,31007,Diesel,145.0,31.7,2.5,15949
merc, GL Class,2017,Manual,14602,Diesel,20.0,67.3,2.1,16995
ford, Galaxy,2013,Automatic,52100,Diesel,200.0,47.1,2.0,9795
bmw, X6,2019,Automatic,3000,Petrol,145.0,26.4,3.0,64690
ford, KA,2011,Manual,50425,Petrol,30.0,57.7,1.2,3888
merc, GL Class,2017,Automatic,47424,Diesel,125.0,56.5,2.1,17999
vauxhall, GTC,2015,Manual,31156,Petrol,165.0,44.8,1.6,8495
toyota, Prius,2016,Automatic,41487,Hybrid,0.0,85.6,1.8,17480
merc, CLS Class,2017,Semi-Auto,27354,Diesel,160.0,49.6,3.0,23998
audi, A7,2017,Automatic,40763,Diesel,160.0,52.3,3.0,25790
ford, KA,2015,Manual,42429,Petrol,30.0,57.7,1.2,4670
bmw, X7,2019,Automatic,7278,Diesel,145.0,31.4,3.0,74480
bmw, M2,2018,Semi-Auto,6120,Petrol,150.0,29.1,3.0,39995
merc, V Class,2017,Automatic,86000,Diesel,145.0,44.8,2.1,29990
merc, X-CLASS,2019,Automatic,500,Diesel,260.0,35.8,2.3,24945
vw, CC,2016,Semi-Auto,43308,Diesel,145.0,54.3,2.0,12890
vw, Arteon,2019,Automatic,10000,Diesel,145.0,50.4,2.0,30950
merc, CLS Class,2012,Automatic,46283,Petrol,555.0,28.5,5.5,21749
merc, CLS Class,2019,Automatic,4011,Diesel,145.0,47.9,2.9,43490
toyota, Verso,2016,Manual,14103,Petrol,205.0,41.5,1.6,11298
audi, RS6,2016,Automatic,29000,Petrol,325.0,29.4,4.0,44950
toyota, Prius,2019,Automatic,5000,Other,135.0,217.3,1.8,28590
hyundi, IX20,2015,Manual,23989,Petrol,125.0,50.4,1.4,6495
toyota, Prius,2018,Automatic,4623,Hybrid,135.0,85.6,1.8,21725
vw, Caravelle,2019,Semi-Auto,3800,Diesel,145.0,33.6,2.0,41995
skoda, Rapid,2017,Manual,15300,Petrol,20.0,60.1,1.2,8490
hyundi, IX20,2016,Manual,28221,Diesel,30.0,64.2,1.6,7900
skoda, Scala,2019,Manual,10889,Petrol,150.0,49.6,1.0,13995
vw, Caddy Life,2020,Manual,1724,Diesel,145.0,47.9,2.0,16995
skoda, Scala,2019,Manual,7000,Petrol,145.0,49.6,1.0,13495
skoda, Scala,2020,Manual,1000,Petrol,145.0,49.6,1.0,15991
vw, Scirocco,2009,Automatic,112000,Petrol,265.0,37.2,2.0,5995
ford, KA,2014,Manual,50452,Petrol,30.0,57.7,1.2,3495
ford, Grand C-MAX,2018,Automatic,1298,Diesel,145.0,51.4,1.5,15999
bmw, 6 Series,2016,Automatic,45360,Diesel,200.0,49.6,3.0,20999
merc, X-CLASS,2019,Automatic,16500,Diesel,260.0,35.8,2.3,28000
vw, Jetta,2015,Manual,59854,Diesel,20.0,67.3,2.0,8498
vw, Beetle,2001,Manual,47729,Petrol,330.0,32.5,2.0,2490
skoda, Yeti,2016,Semi-Auto,23858,Petrol,125.0,51.4,1.2,10999
hyundi, IX35,2014,Manual,90000,Diesel,145.0,53.3,1.7,7475
